word,meaning
elective,adj. 选举的，有选举权的 n. 选修课程
accusation,n. 谴责
exclusive,adj. 奢华的，高级的 n. 独家新闻
housing,n. 房屋， 住宅
notion,n. 概念， 观念
empower,vt. 授权于
segment,n. 部分， 片段
statistic,n. 统计数值， 统计资料
mold,n. 霉，霉菌 vt. 用模子制作， 塑造
summit,n. 最高点， 峰顶
suicide,n&v. 自杀
saving,n. 节省， 节约
connexion,n. connection的英式拼法
protocol,n. 礼仪， 礼节
cruise,vi. 航游，巡航 n. 航游， 游弋
erroneous,adj. 错误的， 不正确的
cashier,n. 出纳
sheer,adv. 垂直地，陡峭地 vi. 急转向， 偏离 adj. 完全的，十足的
depression,n. 抑郁， 沮丧
gaol,vt. 监禁 n. 监狱
applause,n. 鼓掌， 掌声
enquire,v. 询问
integrate,v. 成为一体， 合并
survivor,n. 生还者
diagnose,vt. 诊断
popularize,vt. 普及
clash,vi. 发生冲突 n. 冲突
sanction,vt. 批准，认可 n. 批准， 认可
historic,adj. 历史上著名的， 具有重大历史意义的
fulfill,vt. 履行， 实现， 完成
striking,adj. 显著的， 突出的
youngster,n. 青年， 年轻人， 孩子
delegate,n. 代表， 代表团成员 vt. 委派…为代表
pants,n. 长裤， 便裤
consumer,n. 消费者， 用户， 消耗者
medication,n. 药物治疗
strategic,adj. 对全局有重要意义的， 关键的
readily,adv. 乐意地， 欣然地
respondent,n. 回答者
episode,n. 一个事件
evidently,adv. 明显地， 显然
victimize,vt. 使受害， 使牺牲
scandal,n. 丑事， 丑闻
attorney,n. 律师， 代理人
mainframe,n. 主机， 大型机
audio,adj. 听觉的， 声音的
offensive,adj. 冒犯的，无礼的 n. 进攻， 攻势
speculate,v. 推测， 推断
acquaint,vt. 使认识， 使了解
intervene,vi. 干涉， 调停， 干预
epidemic,adj. 流行性的 n. 流行病
forge,vt. 打制， 锻造
damn,interjection. 该死，见鬼〔表示很生气或失望〕 adv. 非常，很 adj. 该死的〔表示对某人或某事物生气〕
hesitant,adj. 犹豫的
timber,n. 木材， 原木
innovative,adj. 创新的， 革新的
indoor,adv. 在室内， 在户内 adj. 室内的
scarce,adj. 缺乏的， 不足的
excitement,n. 刺激， 激动， 兴奋
nightmare,n. 噩梦
sociology,n. 社会学
limp,adj. 软的 v. 〔因一腿受伤而〕跛行，一瘸一拐地走 n. 跛行
responsive,adj. 响应的
wildfire,n. 野火
compact,adj. 紧密的，紧凑的
defy,v. 违背，违抗
server,n. 服务器
rustle,v. 发出沙沙声
diversion,n. 转移
merge,v. 合并
priceless,adj. 无价的，难以用价格衡量的
honorary,adj. 荣誉的
chronic,adj. 长期的
imminent,adj. 即将来临的
obesity,n. 肥胖
irrational,adj. 不合理的，不理性的
inherent,adj. 固有的
exotic,adj. 异域的，外国的
outdated,adj. 过时的
outnumber,v. 超过
supervisor,n. 督导
fluctuate,v. 波动
markedly,adv. 显著地
bleak,adj. 荒凉的
foster,v. 促进
misfortune,n. 不幸
citation,n. 引文
ecological,adj. 生态学的
dilute,v. 稀释，冲淡
stray,n. 走失[流浪]的动物
imbalance,n. 不平衡
outlive,v. 比……活的时间长
outweigh,v. 超过
opposition,n. 反对
integral,adj. 必需的，不可缺少的
affiliate,v. 使隶属于
memorable,adj. 值得纪念的
decisive,adj. 决定性的
displace,v. 取代
violation,n. 违反
calorie,n. 卡路里
analytical,adj. 分析的
scarcity,n. 缺乏
misled,v. (mislead过去式)误导
recruiter,n. 招聘者
reunion,n. 团聚
premium,n. 〔尤指每年缴付的〕保险费
conformity,n. 一致
inaction,n. 不作为
irony,n. 讽刺
monopolize,v. 垄断
workload,n. 工作量
regime,n. 制度，管理体制
bizarre,adj. 古怪的
upgrade,v. 升级
abnormally,adv. 不正常地
legalize,v. 合法化
certify,v. 保证，证明
insurer,n. 保险公司
obscurity,n. 默默无闻
dolphin,n. 海豚
severity,n. 严重性
robbery,n. 抢劫
inanimate,adj. 无生命的
baffle,v. 使迷惑，困惑
chronicle,v. 记录
milestone,n. 里程碑
unstable,adj. 不稳定的
municipal,adj. 市政府的
robust,adj. 强健的
reserved,adj. 保留意见的
collide,v. 撞击，碰撞
prevalence,n. 流行，普遍
injustice,n. 不公正
irrelevant,adj. 无关的
designate,v. 指定，委派
expertise,n. 专业知识
ventilate,v. 使通风
turbulent,adj. 动荡的，骚乱的
expel,v. 开除，驱逐
outperform,v. 胜过
modernize,v. 现代化
vegetarian,n. 素食主义者
portray,v. 描述
infectious,adj. 感染的，传染的
transcend,v. 超越
kidnap,v. 绑架
stabilize,v. 使稳固，使安定
migrate,v. 移民
isolation,n. 隔绝，隔离
perpetual,adj. 永久的
enviable,adj. 值得羡慕的
monopoly,n. 垄断
contestant,n. 参赛者
glamorous,adj. 有魅力的，迷人的
prolonged,adj. 长时间的
compelling,adj. 引人注目的
immensely,adv. 非常，极大地
permeate,v. 渗透
skeptical,adj. 怀疑的
vocational,adj. 职业的
variance,n. 不同
landmark,n. 地标
linger,v. 逗留，徘徊
luxurious,adj. 奢侈的，豪华的
testify,v. 作证
drummer,n. 鼓手
revive,v. 复兴
vulnerable,"adj. 脆弱的, 易受影响的"
suppress,v. 镇压，压制
diminish,v. 减少
reconcile,v. 使一致
navigate,v. 航行，驾驶
console,v. 安慰
discern,v. 识别
judicial,adj. 司法的
impair,v. 损害
motel,n. 汽车旅馆
conserve,v. 保留，保护
payroll,n. 工资总额
unified,adj. 统一的
intertwine,v. 交织，纠缠
hazardous,adj. 危险的
constrain,v. 限制
soothe,v. 安慰，减轻
entail,v. 使需要，使必须
fixture,n. 固定装置
scent,n. 香味
subsidy,n. 补助
smuggle,v. 走私
inhale,v. 吸入
cumulative,adj. 积累的
lofty,adj. 高耸的
clarity,n. 清晰，清楚
interact,v. 互动
confer,v. 授予
justified,adj. 正当的
eccentric,adj. 古怪的
resolute,adj. 坚定的
indicative,adj. 指示的
perish,v. 死亡
rigor,n. 严格，严谨
deficient,adj. 不足的，缺乏的
adventurer,n. 冒险者
quicken,v. 加快
divert,v. 使转向
contention,n. 争论
hijack,v. 劫持
dweller,n. 居住者
buck,v. 反对 n. 美元
undecided,adj. 不确定的
texture,n. 质地
manuscript,n. 手稿
duplicate,n. 副本，复制品
ecosystem,n. 生态系统
regain,v. 重新获得
spectacle,n. 景象
malicious,adj. 恶毒的
prevailing,adj. 流行的
mobility,n. 流动性
ascend,v. 上升
fake,n. 假货
outsource,v. 外包
addict,n. 吸毒上瘾者
slash,v. 猛削，劈，砍
cognitive,adj. 认知的
extinguish,v. 熄灭
simulate,v. 模拟，模仿
spacious,adj. 宽敞的
counselor,n. 咨询顾问
assimilate,v. 同化
cropland,n. 农田
relieved,adj. 轻松的，缓解的
orient,v. 使确定方向
utterly,adv. 完全地，彻底地
accrue,v. 积累
nominate,v. 提名
imperial,adj. 帝国的
disconnect,v. 断开
assert,v. 主张，断言
breezy,adj. 轻松愉快的
presidency,n. 总统任期
quota,n. 配额
arrogant,adj. 傲慢无礼的
elevate,v. 提升
reflective,adj. 反映的，反射的
acutely,adv. 强烈地
hostility,n. 敌意
transition,n. 过渡
pasture,n. 牧场
dividend,n. 分红，红利
minimal,adj. 最低的，最小限度的
derail,v. 脱轨
ingenuity,n. 创造力
bribe,v. 贿赂
badge,"n. 标记, 徽章"
descendant,n. 子孙后代
amend,v. 修订
tangled,adj. 纠缠的
adverse,adj. 不利的
humanistic,adj. 人文的
formidable,adj. 可怕的
overturn,v. 推翻
shrank,v. 收缩(shrink过去式)
adversely,adv. 不利地
testimony,n. 证词
privileged,adj. 有特权的
bias,n. 偏见
lawsuit,n. 诉讼
eloquent,adj. 口才好的，雄辩的
eradicate,v. 根除
redefine,v. 重新定义
intensely,adv. 强烈地
deviate,v. 偏离
indulge,v. 放纵
squalor,n. 肮脏
casualty,n. 伤亡人数
subtle,adj. 微妙的
prestige,n. 名声，声望
intriguing,adj. 有趣的
hurl,v. 猛投
conclusive,adj. 得出结论的
dispatch,v. 发送，派遣
redundant,adj. 失业的，被解雇的
deficit,n. 赤字
untreated,adj. 未经处理的
distort,v. 歪曲
wishful,adj. 一厢情愿的
assault,n. 攻击
footnote,n. 注脚
manifest,v. 表明
fiscal,adj. 财政的
mortality,n. 死亡率
mournful,adj. 悲哀的
literacy,n. 识字， 有文化
apathy,n. 冷漠
debris,n. 残骸，碎片
coastal,adj. 海滨的
embody,v. 体现
backup,n. 后补，援助
notably,adv. 显著地，尤其
readjust,v. 重新调整，再调整
threshold,n. 门槛
uneven,adj. 不均衡的
donor,n. 捐赠者
jeopardize,v. 危害，危及
shrewd,adj. 精明的
illuminate,v. 阐释，阐明
blueprint,n. 蓝图，设计图
ponder,v. 仔细考虑
paradise,n. 天堂
ethnic,adj. 种族的
pave,v. 铺路
signify,v. 表明，象征
mining,n. 采矿业
dynamics,n. 动力学
ritual,n. 仪式
criteria,n. 标准
untiring,adj. 不知疲倦的
rewarding,adj. 有意义的
descent,"n. 血统, 后裔"
carpentry,n. 木工活
decode,v. 解码
intrinsic,adj. 本质的，固有的
deem,v. 认为
suburban,adj. 郊区的
ideology,n. 意识形态
layman,n. 门外汉
seasick,adj. 晕船的
magnify,v. 放大
expedition,n. 探险，远征
ongoing,adj. 持续的，不间断的
uninformed,adj. 无知的，未受过教育的
overlap,v. 重叠
diligence,n. 勤奋
fertility,n. 多产，肥沃
elite,n. 精英
recyclable,adj. 可回收利用的
visualize,v. 想象
exertion,n. 运用
slack,adj. 疲软的，萧条的
aptly,adv. 适当地
promotion,n. 促销
paralyze,v. 瘫痪，麻痹
refrain,v. 抑制，避免
flavor,n. 口味
agonize,v. 使痛苦
renewable,adj. 可再生的
hypothesis,n. 假设，假说
unbiased,adj. 公正的
immersive,adj. 沉浸的，身临其境的
domain,n. 领域
throne,n. 王位
abolition,n. 废除
corruption,n. 腐败
intolerant,adj. 无法容忍的
rebellion,n. 叛逆
imperative,"adj. 必须的,必要的"
geology,n. 地质学
noted,adj. 著名的
extinction,n. 灭绝
reckless,adj. 鲁莽的
optimism,n. 乐观
memorandum,n. 备忘录
impart,v. 传授，教授
maturity,n. 成熟
validity,n. 有效性
shady,adj. 阴凉的
worldly,adj. 世间的，尘世的
legislator,n. 立法者
odds,n. 可能性
shepherd,v. 引导，带领
bemoan,v. 抱怨
incur,v. 引起，导致
literal,adj. 字面的
disarm,v. 解除，消除
validation,n. 证实
unethical,adj. 不道德的
fluently,adv. 流利地
prioritize,v. 优先
bipartisan,adj. 两党的
reluctance,n. 勉强，不情愿
intuitive,adj. 直觉的
pragmatic,adj. 务实的，讲求实际的
alleviate,v. 减轻，缓解
underlying,adj. 潜在的，基础的
invasive,adj. 入侵的
eligible,adj. 适合的
aggravate,v. 加重，加剧
frankly,adv. 坦率地
thrilling,adj. 令人兴奋的
rhetorical,adj. 修辞的
momentum,n. 动力，势头
miniature,adj. 微型的
hack,v. 黑客攻击
brutal,adj. 残酷的
genetic,adj. 基因的
recurrence,n. 再次发生
memo,n. 备忘录
frantic,adj. 疯狂的
allegedly,adv. 据说
manipulate,v. 操纵
coverage,n. 报道
neutrality,n. 中立
underscore,v. 强调
sanitation,n. 卫生环境，卫生设备
defensive,adj. 防守的，防御的
deduction,n. 扣款
monetary,adj. 货币的
precedent,n. 先例
activate,v. 激活
pessimist,n. 悲观主义者
toxic,adj. 有毒的
ruling,n. 裁定
reap,v. 收割，收获
groundless,adj. 无理由的，无根据的
commodity,n. 商品
surgical,adj. 手术的
pursuit,n. 追求
lobbyist,n. 游说者
handgun,n. 手枪
detached,adj. 冷静的，超然的
fearlessly,adv. 无畏地，大胆地
randomly,adv. 随机地
stimulus,n. 刺激
sneak,v. 溜走
turbulence,n. 气流
hike,v. 作长途徒步旅行
resultant,adj. 作为结果而发生的
consequent,adj. 作为结果的
composer,n. 作曲家
grunt,v. 作呼噜声
abide,v. 忍受
outermost,adj. 最外面的，最远的
optimum,adj. 最优的，最适宜的
suffice,v. 足够
conceit,n. 自负，自高自大
endow,v. 资助
datum,n. 资料
bourgeois,adj. 中产阶级的
woodpecker,n. 啄木鸟
decorative,adj. 装饰的
ornamental,adj. 装饰的
shipment,n. 装载的货物
array,v. （美观地）排列 n. 陈列
torque,n. 转（力）矩，扭（力）矩
clutch,v. 抓住，掌握，攫
watchful,adj. 注意的，警惕的
inject,v. 注射
stalk,n. 主茎，叶柄
preside,v. 主持
eject,v. 逐出，排斥
jewellery,n. 珠宝，珠宝饰物
axial,adj. 轴的
ambient,adj. 周围的，包围着的
periodic,adj. 周期的
peripheral,adj. 外围的的
perimeter,n. 周（边）
hearty,adj. 热情友好的
neutron,n. 中子
proton,n. 质子，氕核
fabricate,v. 捏造
rebuke,v. 指责，非难，斥责
denote,v. 指示，意味着
instructor,n. 指导者，教员
colonial,adj. 殖民地的，殖民的
vocation,n. 职业，行业
notable,adj. 值得注意的
weaver,n. 织布工，编织者
brace,n. 支柱 v. 拉紧，撑牢
correctly,adv. 正确地，恰当地
conqueror,n. 征服者，胜利者
gust,n. 阵风，一阵狂风
sincerity,n. 真诚，诚意
literally,adv. 照字义，逐字地
summon,v. 召唤
marsh,n. 沼泽地，湿地
hindrance,n. 障碍，妨碍
hose,n. 软管
tensile,adj. 张力的
warfare,n. 战争，战争状态
cling,v. 粘住
viscous,adj. 粘滞的，粘性的
coherent,adj. （文章、观点等）连贯的，有条理的，一致的
adhere,v. 粘附
wink,v. 眨眼
mint,n. 造币厂
hymn,n. 赞美诗，圣歌
glorify,v. 赞美
fore,adv. 在（或向）船头
therein,adv. 在那里
ashore,adv. 在岸上，上岸
roam,v. 在…漫步，漫游
disastrous,adj. 灾难性的
lunar,adj. 月亮的
dome,n. 圆屋顶，拱顶
cylinder,n. 圆筒
prototype,n. 原型
vowel,n. 元音
marshal,n. 元帅
prophet,n. 预言家，先知
prophecy,n. 预言
preset,v. 预先装置
beforehand,adv. 预先
prevention,n. 预防，阻止，妨碍
tulip,n. 郁金香
intonation,n. 语调，声调
cosmic,adj. 宇宙的
cosmos,n. 宇宙
senseless,adj. 愚蠢的，无意义的
torpedo,n. 鱼雷，水雷
shadowy,adj. 有影的
finite,adj. 有限的
courteous,adj. 有礼貌的，谦恭的
bead,n. 有孔小珠
yacht,n. 游艇，快艇
uranium,n. 铀
postal,adj. 邮政的，邮局的
cutter,n. 用于切割的器械
emigrate,v. 永久移居国外
eternal,adj. 永久的
stiffness,n. 硬度
ignite,v. 引燃，着火
derivation,n. 引出
banker,n. 银行家
obscure,adj. 无名的
inasmuch,adv. 因为，由于
formerly,adv. 以前，从前
veil,v. 以面纱遮掩
forsake,v. 遗弃，抛弃
colonist,n. 移民
wardrobe,n. 衣柜，衣橱，藏衣室
Islam,n. 伊斯兰教，回教
evenly,adv. 一致地
compatible,adj. 兼容的
stitch,n. 一针，缝线 v. 缝
cluster,n. 串，束，簇 v. 群聚
metallurgy,n. 冶金学，冶金术
Jesus,n. 耶稣
fort,n. 要塞，堡垒
postulate,v. 假定，假设
cradle,n. 摇篮
waver,v. 犹豫不决
oxide,n. 氧化物
oxidize,v. 氧化，使生锈
anode,n. 阳极，正极，板极
proverb,n. 谚语，格言，箴言
banquet,n. 宴会，盛会，酒席
sharply,adv. 严厉地，苛刻地
retard,v. 阻碍
pickle,n. 腌制食品，泡菜
opium,n. 鸦片
squash,v. 压碎 n. 果汁饮料
patrol,n. 巡逻，巡查
quest,v. 寻找，追求
radiant,adj. 容光焕发的
gorgeous,adj. 极其漂亮的，极其吸引人的
melody,n. 旋律，曲调
overhang,v. 悬于…之上，悬垂
propaganda,n. 宣传
narration,n. 叙述
warrant,n. （法院授权警方采取行动的）令状
requisite,adj. 需要的，必要的 n. 必需品
embroidery,n. 绣花，刺绣
eloquence,n. 雄辩
scarlet,n. 猩红色 adj. 猩红的
novelty,n. 新颖
zinc,n. 锌 v. 在…上镀锌
crab,n. 蟹 v. 捕蟹
subscript,adj. 写在下方的 n. 下标
jean,n. 斜纹布
gradient,n. 斜坡
vicious,adj. 邪恶的
wedge,n. 楔 v. 楔入
decimal,adj. 小数的，十进制的
footpath,n. 小路，人行道
puppy,n. 小狗
closet,n. 小房间
pamphlet,n. 小册子
token,n. 辅币
ivory,n. 象牙（质）
southwards,adv. 向南方
hail,v. 向…欢呼，招呼
yearn,v. 渴望，向往
spice,n. 香料，调味品
pilgrim,n. 香客，朝圣者
incense,n. 香，熏香
uniformly,adv. 相同地
analogy,n. 相似，类似
reciprocal,adj. 相互的
coincide,v. 相巧合
inversely,adv. 相反地
linear,adj. 线的
distinctly,adv. 显然，清楚地
gossip,n. 闲谈
ramble,v. 闲逛，漫步
precede,v. 先于…，领先
taper,n. 细小的蜡烛
petty,adj. 细小的
filament,n. 细丝
spectrum,n. 系列，范围
quench,v. 熄灭，扑灭
absorption,n. 吸收
physically,adv. 身体上
luncheon,n. 午宴，午餐，便宴
infinitely,adv. 无限地，无边地
unlimited,adj. 无限的
fearless,adj. 无畏的，大胆的
inorganic,adj. 无生物的
ruthless,adj. 无情的，冷酷的
incapable,adj. 无能力的
faultless,adj. 无过失的
nought,n. 无，零
filth,n. 污秽，污物
snail,n. 蜗牛
compliment,n. 致意，问候 v. 赞美，祝贺
illiterate,adj. 文盲的 n. 文盲
stationery,n. 信笺，信纸
softness,n. 温和，柔和
graze,v. 喂草
locality,n. 位置，地点，发生地
situated,adj. 位于…的
unpaid,adj. 未付的
stern,n. 艉，船尾
latitude,n. 纬度
Venus,n. 维纳斯
idealism,n. 唯心主义
mast,n. 桅杆
enclosure,n. 围场，围栏
plead,v. 为…辩护，抗辩
calculus,n. 微积分
gleam,n. 微光 v. 发微光
negligible,adj. 微不足道的
majesty,n. 雄伟，威严，庄严
peril,n. 危机
fro,adv. 往，去，回，向后
mesh,n. 网眼，筛孔，网络
trifle,v. 玩忽
completion,n. 完成，结束，完满
crooked,adj. 弯的，歪的
hull,n. 外壳，豆荚
tile,n. 瓷砖
watt,n. 瓦（特）
elliptical,adj. 椭圆的
haul,v. 拖曳
devour,v. 吞食
propulsion,n. 推进，推进力
propel,v. 推进，推动
overthrow,v. 推翻 n. 推翻，瓦解
impulse,n. 冲动
shove,v. 推，（使劲）推
solidarity,n. 团结
regiment,n. 团，军团
bandit,n. 土匪，盗匪，歹徒
bald,adj. 秃头的
projector,n. 投影仪
misery,n. 痛苦，悲惨，不幸
torment,n. 痛苦 v. 折磨
thrash,v. 痛打，鞭打，打
likeness,n. 同样
customary,adj. 通常的
ordinarily,adv. 通常，大概
blacksmith,n. 铁匠，锻工
ferrous,adj. 铁的
adjoin,v. 贴近，毗连
modulate,v. 调整，调节（声音）
mischief,n. 调皮，捣蛋，胡闹
sweetness,n. 甜蜜，芬芳
purify,v. 提纯，精炼（金属）
outlaw,n. 逃犯，歹徒
wade,v. 趟（河），跋涉
probe,n. 探针 v. 用探针探查
charcoal,n. 炭，木炭
greed,n. 贪心，贪婪
moss,n. 苔藓，地衣
pedal,n. （自行车的）踏脚，踏板，脚蹬
thereof,adv. 它的，其
trivial,adj. 琐碎的
deform,v. 损坏…的形状
fringe,n. 穗，毛边
scrap,n. 碎片 v. 废弃
shorthand,n. 速记，速记法
loosely,adv. 松松地，松散地
hiss,n. 嘶嘶声 v. 嘶嘶作声
velvet,adj. 丝绒制的
treasurer,n. 司库，财务主管
exposition,n. 说明，解释
preach,v. 说教，布道
momentary,adj. 瞬息间的，片刻的
